state_name,state_code,CF,expected_value,total_NCF,NCF,CF_percentage
Arkansas,AR,82,2490.816907,6000,54.5702203,0.009095037
California,CA,761,30017.95446,6000,884.8691291,0.147478188
Colorado,CO,138,4310.569577,6000,98.34633084,0.016391055
Connecticut,CT,114,3124.042999,6000,57.28968388,0.009548281
Delaware,DE,30,882.508066,6000,18.38746704,0.003064578
District of Columbia,DC,16,482.30437,6000,10.44450256,0.00174075
Florida,FL,627,19899.34268,6000,464.0708075,0.077345135
Georgia,GA,277,8233.985614,6000,174.4652306,0.029077538
Hawaii,HI,37,1192.248743,6000,28.37039034,0.004728398
Idaho,ID,49,1357.893577,6000,25.45261209,0.004242102
Illinois,IL,335,10284.73425,6000,228.9067319,0.038151122
Indiana,IN,179,5380.913,6000,116.0327147,0.019338786
Iowa,IA,145,2558.696455,6000,-4.707978709,-0.000784663
Kansas,KS,109,2268.893055,6000,15.40224871,0.002567041
Kentucky,KY,144,3707.155644,6000,59.26145273,0.009876909
Louisiana,LA,145,3736.322601,6000,59.8606621,0.009976777
Maine,ME,48,1293.704531,6000,22.93315944,0.003822193
Maryland,MD,132,5035.026787,6000,144.0679501,0.024011325
Massachusetts,MA,155,5859.776921,6000,166.2885792,0.027714763
Michigan,MI,271,8495.663756,6000,194.8129096,0.032468818
Minnesota,MN,210,4468.807873,6000,35.02245588,0.005837076
Mississippi,MS,99,2443.281736,6000,34.96389113,0.005827315
Missouri,MO,159,5120.68018,6000,121.7642819,0.020294047
Montana,MT,47,903.558759,6000,2.541665799,0.000423611
Nebraska,NE,93,1482.040419,6000,-11.7404799,-0.001956747
Nevada,NV,69,2408.266366,6000,63.04401625,0.010507336
New Hampshire,NH,44,1222.748068,6000,23.04265277,0.003840442
New Jersey,NJ,246,7548.400599,6000,167.874954,0.027979159
New Mexico,NM,46,1739.710835,6000,49.38745756,0.008231243
New York,NY,550,16433.60633,6000,351.0462516,0.058507709
North Carolina,NC,270,8779.867574,6000,211.39566,0.03523261
North Dakota,ND,48,550.555939,6000,-17.81329873,-0.002968883
Ohio,OH,333,9905.467626,6000,210.1117366,0.035018623
Oklahoma,OK,116,3087.931212,6000,53.30969302,0.008884949
Oregon,OR,108,3542.523378,6000,86.23474957,0.014372458
Pennsylvania,PA,343,11279.28366,6000,275.4373686,0.045906228
Rhode Island,RI,34,918.378356,6000,16.35421674,0.002725703
South Carolina,SC,110,4491.446595,6000,136.2637255,0.022710621
South Dakota,SD,48,689.213564,6000,-10.21077189,-0.001701795
Tennessee,TN,192,5680.919479,6000,119.4819169,0.019913653
Texas,TX,569,20322.3859,6000,545.2660513,0.090877675
Utah,UT,64,1931.802737,6000,41.91975855,0.006986626
Vermont,VT,15,570.627651,6000,16.28722299,0.002714537
Virginia,VA,205,6915.931988,6000,174.1970227,0.029032837
Washington,WA,149,5949.594147,6000,177.2132119,0.029535535
West Virginia,WV,64,1641.923781,6000,26.02584327,0.004337641
Wisconsin,WI,215,4841.337803,6000,50.4480819,0.008408014
Wyoming,WY,30,452.871927,6000,-5.169263278,-0.000861544
Alabama,AL,141,4189.826321,7000,104.4445508,0.01492065
Alaska,AK,33,482.79057,7000,-4.717607006,-0.000673944
Arizona,AZ,171,5945.302869,7000,177.2822629,0.025326038
Arkansas,AR,82,2490.816907,7000,63.91474444,0.009130678
California,CA,761,30017.95446,7000,997.4841909,0.142497742
Colorado,CO,138,4310.569577,7000,114.5178211,0.016359689
Connecticut,CT,114,3124.042999,7000,69.00981278,0.009858545
Delaware,DE,30,882.508066,7000,21.6982756,0.003099754
District of Columbia,DC,16,482.30437,7000,12.25391087,0.001750559
Florida,FL,627,19899.34268,7000,538.7249852,0.076960712
Georgia,GA,277,8233.985614,7000,205.3557698,0.029336539
Hawaii,HI,37,1192.248743,7000,32.84321897,0.004691888
Idaho,ID,49,1357.893577,7000,30.54687224,0.004363839
Illinois,IL,335,10284.73425,7000,267.4908394,0.038212977
Indiana,IN,179,5380.913,7000,136.2196948,0.019459956
Iowa,IA,145,2558.696455,7000,4.891201673,0.000698743
Kansas,KS,109,2268.893055,7000,23.91420552,0.003416315
Kentucky,KY,144,3707.155644,7000,73.16918128,0.01045274
Louisiana,LA,145,3736.322601,7000,73.87781312,0.010553973
Maine,ME,48,1293.704531,7000,27.7866086,0.003969516
Maryland,MD,132,5035.026787,7000,162.9573069,0.023279615
Massachusetts,MA,155,5859.776921,7000,188.2720605,0.026896009
Michigan,MI,271,8495.663756,7000,226.685158,0.032383594
Minnesota,MN,210,4468.807873,7000,51.78759142,0.007398227
Mississippi,MS,99,2443.281736,7000,44.13008279,0.006304298
Missouri,MO,159,5120.68018,7000,140.9749752,0.020139282
Montana,MT,47,903.558759,7000,5.931447927,0.00084735
Nebraska,NE,93,1482.040419,7000,-6.180471682,-0.000882925
Nevada,NV,69,2408.266366,7000,72.0788446,0.010296978
New Hampshire,NH,44,1222.748068,7000,27.62990237,0.003947129
New Jersey,NJ,246,7548.400599,7000,196.1934592,0.028027637
New Mexico,NM,46,1739.710835,7000,55.91413957,0.007987734
New York,NY,550,16433.60633,7000,412.698407,0.058956915
North Carolina,NC,270,8779.867574,7000,244.3341246,0.034904875
North Dakota,ND,48,550.555939,7000,-15.7478385,-0.002249691
Ohio,OH,333,9905.467626,7000,247.2729912,0.035324713
Oklahoma,OK,116,3087.931212,7000,64.8943453,0.009270621
Oregon,OR,108,3542.523378,7000,99.52484534,0.014217835
Pennsylvania,PA,343,11279.28366,7000,317.7526179,0.045393231
Rhode Island,RI,34,918.378356,7000,19.79959592,0.002828514
South Carolina,SC,110,4491.446595,7000,153.1137922,0.021873399
South Dakota,SD,48,689.213564,7000,-7.625125084,-0.001089304
Tennessee,TN,192,5680.919479,7000,140.7943984,0.020113485
Texas,TX,569,20322.3859,7000,621.5073138,0.088786759
Utah,UT,64,1931.802737,7000,49.16709064,0.00702387
Vermont,VT,15,570.627651,7000,18.42798406,0.002632569
Virginia,VA,205,6915.931988,7000,200.1427649,0.028591824
Washington,WA,149,5949.594147,7000,199.5336506,0.028504807
West Virginia,WV,64,1641.923781,7000,32.18566833,0.004597953
Wisconsin,WI,215,4841.337803,7000,68.61079704,0.009801542
Wyoming,WY,30,452.871927,7000,-3.470273424,-0.000495753
Alabama,AL,141,4189.826321,8000,120.1630619,0.015020383
Alaska,AK,33,482.79057,8000,-2.906374665,-0.000363297
Arizona,AZ,171,5945.302869,8000,199.5866025,0.024948325
Arkansas,AR,82,2490.816907,8000,73.25926858,0.009157409
California,CA,761,30017.95446,8000,1110.099253,0.138762407
Colorado,CO,138,4310.569577,8000,130.6893115,0.016336164
Connecticut,CT,114,3124.042999,8000,80.72994168,0.010091243
Delaware,DE,30,882.508066,8000,25.00908415,0.003126136
District of Columbia,DC,16,482.30437,8000,14.06331919,0.001757915
Florida,FL,627,19899.34268,8000,613.379163,0.076672395
Georgia,GA,277,8233.985614,8000,236.246309,0.029530789
Hawaii,HI,37,1192.248743,8000,37.31604759,0.004664506
Idaho,ID,49,1357.893577,8000,35.64113239,0.004455142
Illinois,IL,335,10284.73425,8000,306.074947,0.038259368
Indiana,IN,179,5380.913,8000,156.406675,0.019550834
Iowa,IA,145,2558.696455,8000,14.49038206,0.001811298
Kansas,KS,109,2268.893055,8000,32.42616233,0.00405327
Kentucky,KY,144,3707.155644,8000,87.07690983,0.010884614
Louisiana,LA,145,3736.322601,8000,87.89496413,0.010986871
Maine,ME,48,1293.704531,8000,32.64005776,0.004080007
Maryland,MD,132,5035.026787,8000,181.8466637,0.022730833
Massachusetts,MA,155,5859.776921,8000,210.2555418,0.026281943
